name,busmap
8274,PL1 0
8219,PL1 0
7884,PL1 0
8827,PT1 0
8092,PT1 0
8091,PT1 0
1692,PT1 0
1694,PT1 0
1695,PT1 0
1696,PT1 0
1698,PT1 0
1699,PT1 0
1702,PT1 0
1703,PT1 0
1707,PT1 0
1709,PT1 0
1712,PT1 0
1713,PT1 0
1715,PT1 0
1717,PT1 0
1718,PT1 0
1723,PT1 0
1724,PT1 0
1725,PT1 0
1727,PT1 0
1728,PT1 0
1729,PT1 0
1731,PT1 0
1733,PT1 0
1735,PT1 0
1736,PT1 0
1741,PT1 0
1750,PT1 0
1753,PT1 0
1756,PT1 0
1757,PT1 0
1759,PT1 0
1781,PT1 0
1782,PT1 0
1785,PT1 0
1787,PT1 0
7431,PT1 0
2811,PT1 0
2813,PT1 0
2814,PT1 0
2815,PT1 0
2819,PT1 0
2820,PT1 0
2878,PT1 0
2880,PT1 0
2884,PT1 0
2885,PT1 0
2887,PT1 0
2888,PT1 0
2890,PT1 0
2891,PT1 0
2894,PT1 0
2897,PT1 0
2899,PT1 0
2906,PT1 0
2933,PT1 0
2935,PT1 0
2938,PT1 0
2940,PT1 0
7163,PT1 0
7414,PT1 0
7413,PT1 0
7694,PT1 0
8166,PT1 0
7693,PT1 0
7171,PT1 0
7995,PT1 0
8089,PT1 0
7615,PT1 0
7614,PT1 0
8188,PT1 0
7797,PT1 0
8594,PT1 0
8483,PT1 0
7938,PT1 0
7409,PT1 0
7996,PT1 0
7721,PT1 0
7950,PT1 0
7183,PT1 0
7182,PT1 0
7355,PT1 0
8167,PT1 0
7722,PT1 0
8349,PT1 0
7410,PT1 0
7695,PT1 0
7166,PT1 0
7173,PT1 0
7172,PT1 0
7439,PT1 0
7873,PT1 0
7618,PT1 0
8261,PT1 0
7411,PT1 0
7167,PT1 0
8672,PT1 0
7168,PT1 0
7939,PT1 0
7620,PT1 0
7619,PT1 0
7696,PT1 0
7357,PT1 0
7169,PT1 0
7358,PT1 0
7281,PT1 0
7438,PT1 0
7356,PT1 0
7165,PT1 0
7617,PT1 0
7616,PT1 0
7181,PT1 0
7795,PT1 0
8088,PT1 0
7164,PT1 0
7622,PT1 0
7621,PT1 0
7288,PT1 0
7287,PT1 0
7185,PT1 0
7408,PT1 0
7179,PT1 0
8734,PT1 0
7282,PT1 0
7674,PT1 0
7186,PT1 0
7284,PT1 0
7175,PT1 0
7174,PT1 0
7940,PT1 0
7178,PT1 0
7794,PT1 0
7354,PT1 0
7869,PT1 0
7870,PT1 0
7441,PT1 0
8095,PT1 0
8145,PT1 0
7177,PT1 0
7176,PT1 0
1944,RO1 0
1946,RO1 0
1950,RO1 0
1952,RO1 0
1982,RO1 0
1983,RO1 0
1985,RO1 0
1986,RO1 0
1988,RO1 0
1995,RO1 0
1996,RO1 0
1998,RO1 0
2000,RO1 0
2003,RO1 0
2007,RO1 0
2038,RO1 0
2041,RO1 0
2043,RO1 0
2047,RO1 0
2049,RO1 0
2050,RO1 0
2054,RO1 0
2055,RO1 0
2057,RO1 0
3155,RO1 0
3160,RO1 0
3194,RO1 0
3195,RO1 0
3196,RO1 0
3201,RO1 0
3203,RO1 0
3204,RO1 0
3205,RO1 0
3206,RO1 0
3208,RO1 0
3210,RO1 0
3214,RO1 0
3216,RO1 0
3218,RO1 0
3220,RO1 0
3221,RO1 0
3223,RO1 0
3228,RO1 0
3233,RO1 0
3247,RO1 0
3250,RO1 0
3251,RO1 0
3252,RO1 0
3253,RO1 0
3254,RO1 0
3255,RO1 0
3257,RO1 0
3259,RO1 0
3261,RO1 0
3263,RO1 0
3265,RO1 0
3269,RO1 0
3346,RO1 0
3357,RO1 0
3362,RO1 0
3363,RO1 0
3365,RO1 0
3366,RO1 0
3368,RO1 0
7042,RO1 0
7070,RO1 0
7187,RO1 0
7911,RO1 0
7899,RO1 0
8104,RO1 0
8843,RO1 0
7627,RO1 0
8209,RO1 0
2115,RS1 0
2119,RS1 0
2123,RS1 0
2158,RS1 0
2159,RS1 0
2161,RS1 0
2163,RS1 0
2164,RS1 0
2165,RS1 0
2167,RS1 0
2169,RS1 0
2170,RS1 0
2171,RS1 0
2173,RS1 0
2174,RS1 0
2175,RS1 0
2176,RS1 0
2177,RS1 0
2178,RS1 0
2179,RS1 0
2182,RS1 0
2187,RS1 0
2188,RS1 0
2189,RS1 0
2202,RS1 0
2204,RS1 0
2206,RS1 0
2208,RS1 0
3351,RS1 0
3352,RS1 0
3354,RS1 0
3358,RS1 0
3359,RS1 0
7058,RS1 0
7064,RS1 0
7067,RS1 0
7068,RS1 0
7202,RS1 0
8775,SE2 0
5671,SE2 0
6305,SE2 0
6306,SE2 0
6307,SE2 0
6309,SE2 0
6311,SE2 0
6312,SE2 0
6313,SE2 0
6314,SE2 0
6315,SE2 0
6316,SE2 0
6335,SE2 0
6337,SE2 0
6338,SE2 0
6341,SE2 0
6342,SE2 0
6343,SE2 0
6345,SE2 0
6346,SE2 0
6348,SE2 0
6349,SE2 0
6350,SE2 0
6351,SE2 0
6354,SE2 0
6580,SE2 0
6581,SE2 0
6583,SE2 0
6584,SE2 0
6585,SE2 0
6586,SE2 0
6588,SE2 0
6589,SE2 0
6591,SE2 0
6594,SE2 0
6595,SE2 0
6597,SE2 0
6599,SE2 0
6600,SE2 0
6602,SE2 0
6603,SE2 0
6605,SE2 0
6606,SE2 0
6608,SE2 0
6610,SE2 0
6613,SE2 0
6630,SE2 0
6631,SE2 0
6633,SE2 0
6634,SE2 0
6636,SE2 0
6637,SE2 0
6639,SE2 0
6641,SE2 0
6642,SE2 0
6643,SE2 0
6644,SE2 0
6646,SE2 0
6794,SE2 0
6796,SE2 0
6800,SE2 0
6802,SE2 0
6803,SE2 0
6805,SE2 0
6806,SE2 0
6808,SE2 0
6809,SE2 0
6815,SE2 0
6820,SE2 0
6821,SE2 0
6828,SE2 0
6830,SE2 0
6832,SE2 0
6833,SE2 0
6837,SE2 0
6838,SE2 0
6839,SE2 0
6841,SE2 0
6843,SE2 0
6844,SE2 0
6845,SE2 0
6847,SE2 0
6848,SE2 0
6849,SE2 0
6851,SE2 0
6852,SE2 0
6853,SE2 0
6854,SE2 0
6907,SE2 0
6926,SE2 0
6929,SE2 0
6930,SE2 0
6931,SE2 0
6932,SE2 0
6933,SE2 0
6946,SE2 0
7000,SE2 0
7002,SE2 0
7003,SE2 0
7004,SE2 0
7005,SE2 0
7062,SE2 0
8619,SE2 0
8426,SE2 0
8323,SE2 0
8830,SE2 0
8861,SE2 0
8420,SE2 0
8750,SE2 0
8344,SE2 0
8271,SE2 0
8284,SE2 0
8697,SE2 0
7799,SE2 0
8790,SE2 0
8643,SE2 0
8459,SE2 0
8245,SE2 0
8668,SE2 0
8712,SE2 0
8777,SE2 0
8402,SE2 0
8840,SE2 0
8751,SE2 0
8682,SE2 0
8256,SE2 0
8257,SE2 0
8746,SE2 0
8239,SE2 0
8535,SE2 0
8845,SE2 0
8812,SE2 0
8258,SE2 0
8570,SE2 0
8606,SE2 0
8693,SE2 0
8613,SE2 0
8804,SE2 0
3448,SI1 0
3453,SI1 0
3487,SI1 0
3489,SI1 0
3494,SI1 0
3507,SI1 0
3511,SI1 0
7285,SI1 0
3273,SK1 0
3275,SK1 0
3276,SK1 0
3279,SK1 0
3283,SK1 0
3288,SK1 0
3289,SK1 0
3292,SK1 0
3293,SK1 0
3294,SK1 0
3324,SK1 0
3325,SK1 0
3341,SK1 0
4501,SK1 0
4503,SK1 0
4506,SK1 0
4536,SK1 0
4545,SK1 0
8341,SK1 0
7942,SK1 0
8615,SK1 0
8690,SK1 0
8856,SK1 0
8591,SK1 0
7941,SK1 0
8440,SK1 0
8415,SK1 0
